N,D,genK,K,W,sep,ewexp,ewmin,ewmax,ewpmin,ewpmax,me,g,pattern,init_round,init_time,init_min,init_q25,init_mean,init_med,init_q75,init_max,init_var,final_round,final_time,final_min,final_q25,final_mean,final_med,final_q75,final_max,final_var
10000,3,10,10,0,2,0,50,50,5,5,UN,19,Alt_AdaptMean+Means2GMM_f0.5,0,0.031,246720.019814272,247811.934349168,249375.244548113,248785.166350421,250535.857787363,255611.811735292,3940526.5931889,50,0.993888888888889,224205.248466938,229538.409651739,232024.686055672,231558.745571535,235420.588056698,238938.118799555,13215636.4236092
10000,3,10,10,0,2,0,50,50,5,5,UN,19,Alt_AdaptMean+Means2GMM_f1,0,0.0156666666666667,246278.154148158,246858.024600188,248428.674297156,248252.861275881,249172.41151646,255875.098892608,3947963.14145231,50,0.451111111111111,227551.520732765,230055.961127063,232966.388342624,232382.500060637,236027.947304011,242070.702356873,11960478.1489172
10000,3,10,10,0,2,0,50,50,5,5,UN,19,AgglomerativeInit__sample0.1,0,0.427666666666667,252743.410557915,257904.311147691,259462.801510943,259518.608095775,261073.378831813,265393.939399072,6321348.04306793,50,1.37666666666667,226612.387628648,232284.030976885,235986.891228355,236473.995301091,238102.433211669,248008.56629662,21095006.4266466
10000,3,10,10,0,2,0,50,50,5,5,UN,19,GonzalezForGMM_.*_2gmm1_sample0.1,0,0.00933333333333334,248030.324647504,249636.146592282,251567.808984437,250841.466209813,253055.747928386,258669.871929035,7158331.39700131,50,0.495111111111111,229521.194826953,235531.579914664,237779.294843738,236013.284905401,241941.148139799,245512.115250641,12905001.1268545
10000,3,10,10,0,2,0,50,50,5,5,UN,19,GonzalezKwedlo_.*_sample0.1_,0,0.00133333333333333,1475081.21071253,2520356.24077009,2806191.51797491,2822742.37515751,3240969.39457637,3955283.49699838,308178361566.557,50,0.528666666666667,233643.204247662,236268.817123661,239209.731602699,238974.67482917,241359.179816792,247881.692592692,9804067.25906802
10000,3,10,10,0,2,0,50,50,5,5,UN,20,UniformMeans2GMM,0,0.002,231729.732867618,234785.069085466,235882.419528594,235994.519851637,237667.007938153,239218.341678122,4169990.40241298,50,0.463222222222223,219012.114099542,221489.808234026,223364.62800382,223630.511218655,224746.008105651,228137.278303565,5462489.80819453
10000,3,10,10,0,2,0,50,50,5,5,UN,20,AdaptiveMeans2GMM,0,0.002,231966.234127054,232303.477005536,233077.879680797,232691.023780319,233799.896333896,235378.746593062,1043331.639955,50,0.472333333333333,219012.114099542,220055.791077108,221123.51626547,221213.430335395,221856.444345493,225404.998141136,2351346.78571927
10000,3,10,10,0,2,0,50,50,5,5,UN,20,Gonzalez2GMM,0,0.000333333333333333,233316.824472623,235584.193732938,236626.447423791,236496.581439253,237743.712586231,239263.80821585,2636350.99943177,50,0.463777777777778,221214.160043609,223723.26421409,224552.647795665,224240.010214558,225380.346490912,229805.876122123,4954626.55124405
10000,3,10,10,0,2,0,50,50,5,5,UN,20,Alt_AdaptMean+Means2GMM_f0.5,0,0.033,231104.548091436,232881.273993295,233450.866239019,233648.644233613,234043.593239172,235424.466221714,975437.688898973,50,0.983555555555556,219012.114099542,221232.417719799,222112.32588837,221822.961091615,223328.0538931,226453.171680533,3455768.71183589
10000,3,10,10,0,2,0,50,50,5,5,UN,20,Alt_AdaptMean+Means2GMM_f1,0,0.0153333333333333,231192.971992394,232002.745151123,232932.294915798,232726.750255679,233514.532431901,236067.981706232,1366093.99773622,50,0.480333333333333,219012.114099542,220937.331213597,222342.621719906,221867.823538316,223996.656642285,227035.25621013,4319194.1455057
