N,D,genK,K,W,sep,ewexp,ewmin,ewmax,ewpmin,ewpmax,me,g,pattern,init_round,init_time,init_min,init_q25,init_mean,init_med,init_q75,init_max,init_var,final_round,final_time,final_min,final_q25,final_mean,final_med,final_q75,final_max,final_var
10000,3,10,10,0.5,1,0,50,50,1,1,UN,14,Alt_AdaptMean+Means2GMM_f0.5,0,0.03,181139.891845636,181505.978949309,181798.40193041,181840.883078436,181973.478770426,182447.167231006,105736.988964246,50,0.838666666666667,179976.890173484,180008.102719434,180056.798329954,180065.893544185,180097.218234269,180196.152414659,3172.01484664872
10000,3,10,10,0.5,1,0,50,50,1,1,UN,14,AgglomerativeInit__sample0.1,0,0.416,182260.158050771,183213.824300837,184146.248576204,184279.783673429,184853.919454172,186350.737818685,1015727.89960993,50,1.23422222222222,179988.719584328,180063.865835508,180112.598849049,180100.905638495,180165.088655464,180233.842357427,3720.71880492367
10000,3,10,10,0.5,1,0,50,50,1,1,UN,14,GonzalezForGMM_.*_2gmm1_sample1,0,0.03,181191.757356015,181191.757356015,181191.757356015,181191.757356015,181191.757356015,181191.757356015,0,50,0.821444444444445,180066.404023333,180066.404023333,180066.404023333,180066.404023333,180066.404023333,180066.404023333,0
10000,3,10,10,0.5,1,0,50,50,1,1,UN,14,GonzalezForGMM_.*_2gmm1_sample0.1,0,0.018,180615.933230833,180933.582914447,181001.135453683,181009.770623017,181140.971000436,181235.238144275,26071.4549047788,50,0.813888888888889,179955.969584784,179983.33767773,180043.203797419,180054.927312265,180090.323374536,180175.427858958,3681.06554477052
10000,3,10,10,0.5,1,0,50,50,1,1,UN,14,GonzalezForGMM_.*_2gmm0_sample1,0,0.029,3126432.07370034,4682780.45732652,5453203.37323166,5314360.27921456,6378849.776903,7560769.83254561,1272993352472.43,50,0.830444444444445,180005.605130838,180092.808158383,180183.289833542,180117.118529739,180187.072996818,180888.804997183,41332.5003627496
10000,3,10,10,0.5,1,0,50,50,1,1,UN,14,GonzalezForGMM_.*_2gmm0_sample0.1,0,0.0163333333333333,2985480.60317436,3944795.92500368,4590727.32780133,4364943.64667523,4736162.51098026,9799319.73161435,1562645618305.72,50,0.826666666666667,179967.314918651,180079.08399652,180170.668550384,180142.096972813,180183.327296881,180794.91233322,31641.4580698186
10000,3,10,10,0.5,1,0,50,50,1,1,UN,14,GonzalezKwedlo_.*_sample0.1_,0,0.00233333333333333,2857439.16131483,3880974.75457497,4834715.11153406,4597365.67745485,5922335.55686243,7174911.55804108,1602837182715.68,50,0.807333333333334,180006.548408009,180086.78248613,180129.341475056,180118.574648589,180172.088043649,180268.103227374,4752.26505575749
10000,3,10,10,0.5,1,0,50,50,1,1,UN,14,GonzalezKwedlo_.*_sample1_,0,0.0166666666666667,3704154.06028872,4300607.82662157,5222011.69251406,5061520.80986736,5889679.69333276,8030621.55537969,1269274173220.26,50,0.821111111111112,180027.424942558,180123.681444257,180162.642181969,180141.050087925,180207.192133062,180286.348008888,4156.19260632134
10000,3,10,10,0.5,1,0,50,50,1,1,UN,15,UniformMeans2GMM,0,0.00233333333333333,185297.060443385,186709.808397735,187259.490301083,186987.245159007,187422.876647259,189601.384518885,815460.451464014,50,0.785555555555556,183118.783279867,183189.449979216,183509.229220189,183417.467259905,183899.192381756,184391.407399664,129829.631941271
10000,3,10,10,0.5,1,0,50,50,1,1,UN,15,AdaptiveMeans2GMM,0,0.004,184769.111996608,185497.703714176,186054.425533379,186130.428353677,186308.454141857,188727.302493433,532226.632641914,50,0.786444444444445,182913.378876305,183113.053515392,183269.122444056,183210.050406419,183368.972197925,184150.750694889,73526.0632265455
10000,3,10,10,0.5,1,0,50,50,1,1,UN,15,Gonzalez2GMM,0,0.00266666666666667,186577.08497693,187346.218755274,188266.01642152,188502.977992823,189288.994049339,189595.071257504,1003322.83293995,50,0.785555555555556,183278.017123862,183586.61404944,184100.878139491,183924.280727903,184762.588497964,185222.688292597,347733.514907786
10000,3,10,10,0.5,1,0,50,50,1,1,UN,15,Alt_AdaptMean+Means2GMM_i,0,0.0306666666666666,184442.644391637,184951.474376732,185517.585776619,185693.872899207,185918.671213465,186829.98153643,364572.047527507,50,0.809333333333334,182906.269252659,183136.695001902,183222.911357513,183225.659972958,183292.442294912,183569.887895247,25385.8510114092
